V1,V2,V3,V4,V5,V6,V7,Class
0,0,0,0,6,8.530000000000001,29.652,5
2,0,30,8,16,12.35,45.235,3
3,0,31,0,31,18.55,41.94,1
3,0,19,0,27,18.55,41.94,1
0,0,0,0,2,8.530000000000001,29.652,5
0,0,0,0,28,8.530000000000001,29.652,5
2,0,12,8,18,12.35,45.235,3
2,0,11,8,10,12.35,45.235,3
1,1,6,2,15,8.530000000000001,25.045,7
2,0,18,8,57,12.35,45.235,3
1,1,34,2,12,8.530000000000001,25.045,7
0,0,0,0,36,8.530000000000001,29.652,5
2,0,21,8,10,12.35,45.235,3
1,1,33,2,24,8.530000000000001,25.045,7
2,0,16,8,13,12.35,45.235,3
1,1,20,2,31,8.530000000000001,25.045,7
1,1,25,2,37,8.530000000000001,25.045,7
2,0,24,8,2,12.35,45.235,3
0,0,0,0,6,8.530000000000001,29.652,5
2,0,21,8,14,12.35,45.235,3
2,0,8,8,37,12.35,45.235,3
2,0,16,8,29,12.35,45.235,3
1,1,33,2,12,8.530000000000001,25.045,7
2,0,12,8,14,12.35,45.235,3
1,1,25,2,5,8.530000000000001,25.045,7
0,0,0,0,23,8.530000000000001,29.652,5
3,0,31,0,48,18.55,41.94,1
1,2,6,2,35,8.530000000000001,25.045,7
3,0,44,0,1,18.55,41.94,1
0,0,0,0,20,8.530000000000001,29.652,5
2,0,16,8,34,12.35,45.235,3
0,0,0,0,34,8.530000000000001,29.652,5
0,0,0,0,12,8.530000000000001,29.652,5
0,0,0,0,8,8.530000000000001,29.652,5
1,2,6,2,8,8.530000000000001,25.045,7
0,0,0,0,39,8.530000000000001,29.652,5
2,0,8,8,9,12.35,45.235,3
3,0,19,0,4,18.55,41.94,1
0,0,0,0,48,8.530000000000001,29.652,5
1,2,4,2,37,8.530000000000001,25.045,7
2,0,16,8,11,12.35,45.235,3
1,2,38,2,14,8.530000000000001,25.045,7
2,0,12,8,15,12.35,45.235,3
2,0,7,8,4,12.35,45.235,3
0,0,0,0,23,8.530000000000001,29.652,5
2,0,24,8,33,12.35,45.235,3
2,0,24,8,26,12.35,45.235,3
2,0,14,8,7,12.35,45.235,3
2,0,29,8,32,12.35,45.235,3
2,0,63,8,14,12.35,45.235,3
2,0,12,8,20,12.35,45.235,3
2,0,8,8,24,12.35,45.235,3
2,0,36,8,26,12.35,45.235,3
1,2,9,2,20,8.530000000000001,25.045,7
0,0,0,0,11,8.530000000000001,29.652,5
2,0,30,8,0,12.35,45.235,3
0,0,0,0,32,8.530000000000001,29.652,5
0,0,0,0,0,8.530000000000001,29.652,5
1,2,4,2,2,9.5,25.045,7
2,0,18,8,37,12.35,45.235,3
1,2,6,2,24,9.5,25.045,7
0,0,0,0,20,8.530000000000001,29.652,5
0,0,0,0,18,8.530000000000001,29.652,5
1,2,20,2,58,9.5,25.045,7
1,2,6,2,36,9.5,25.045,7
2,0,21,8,13,12.35,45.235,3
2,0,16,8,31,12.35,45.235,3
1,2,23,2,39,9.5,25.045,7
0,0,0,0,10,8.530000000000001,29.652,5
3,0,19,0,10,18.55,41.94,1
2,0,30,8,14,12.35,45.235,3
3,0,19,0,12,18.55,41.94,1
2,0,14,8,36,12.35,45.235,3
1,2,25,2,31,9.5,25.045,7
2,0,21,8,28,12.35,45.235,3
1,2,28,2,26,9.5,25.045,7
0,0,0,0,33,8.530000000000001,29.652,5
2,0,14,9,15,12.35,45.235,3
3,0,19,0,32,18.55,41.94,1
2,0,14,9,12,13.5,45.235,3
2,0,24,9,32,13.5,45.235,3
2,0,15,9,35,13.5,45.235,3
0,0,0,0,10,8.530000000000001,29.652,5
1,2,23,2,6,9.5,25.045,7
1,2,25,2,18,9.5,25.045,7
2,0,16,9,12,13.5,45.235,3
2,0,24,9,25,13.5,45.235,3
2,0,8,9,18,13.5,45.235,3
0,0,0,0,7,8.530000000000001,29.652,5
3,0,19,0,12,18.55,41.94,1
0,0,0,0,20,8.530000000000001,29.652,5
2,0,8,9,39,13.5,45.235,3
3,0,35,0,21,18.55,41.94,1
3,0,44,0,47,18.55,41.94,1
0,0,0,0,52,8.530000000000001,29.652,5
1,2,23,2,28,9.5,25.045,7
3,0,53,0,25,18.55,41.94,1
0,0,0,0,14,9.5,29.652,5
2,0,21,9,13,13.5,45.235,3
2,0,11,9,14,13.5,45.235,3
1,2,25,2,20,9.5,25.045,7
0,0,0,0,53,9.5,29.652,5
0,0,0,0,26,9.5,29.652,5
3,0,35,0,0,18.55,41.94,1
0,0,0,0,0,9.5,29.652,5
0,0,0,0,37,9.5,29.652,5
1,2,22,2,38,9.5,25.045,7
0,0,0,0,31,9.5,29.652,5
1,2,20,2,43,9.5,25.045,7
0,0,0,0,17,9.5,29.652,5
1,2,6,2,17,9.5,25.045,7
3,0,35,0,23,18.55,41.94,1
0,0,0,0,35,9.5,29.652,5
1,2,33,2,8,9.5,25.045,7
0,0,0,0,12,9.5,29.652,5
1,2,38,2,31,9.5,25.045,7
1,2,6,2,6,9.5,25.045,7
1,2,23,2,8,9.5,25.045,7
2,0,27,9,10,13.5,45.235,3
0,0,0,0,14,9.5,29.652,5
1,2,39,2,17,9.5,25.045,7
2,0,30,9,32,13.5,45.235,3
1,2,39,2,44,9.5,25.045,7
2,0,24,9,20,13.5,45.235,3
0,0,0,0,34,9.5,29.652,5
2,0,21,9,33,13.5,45.235,3
0,0,0,0,53,9.5,29.652,5
2,0,10,9,20,13.5,45.235,3
1,2,38,2,12,9.5,27.63,7
0,0,0,0,18,9.5,29.652,5
2,0,10,9,52,13.5,45.235,3
0,0,0,0,24,9.5,29.652,5
1,2,20,2,26,3.415,18.575000000000003,8
2,0,14,9,36,13.5,45.235,3
1,2,25,2,32,3.415,18.575000000000003,8
0,0,0,0,14,9.5,29.652,5
3,0,37,0,21,18.55,41.94,1
2,0,17,9,41,13.5,45.235,3
1,2,13,2,38,3.415,18.575000000000003,8
0,0,0,0,6,9.5,29.652,5
2,0,21,9,13,13.5,45.235,3
0,0,0,0,26,9.5,29.652,5
2,0,18,9,8,13.5,45.235,3
1,2,20,2,18,3.415,18.575000000000003,8
0,0,0,0,12,9.5,29.652,5
2,0,30,9,23,13.5,45.235,3
2,0,14,9,35,13.5,45.235,3
1,2,13,2,24,3.415,18.575000000000003,8
0,0,0,0,20,9.5,29.652,5
2,0,12,9,22,13.5,45.235,3
2,0,21,9,0,13.5,45.235,3
3,0,31,0,30,18.55,41.94,1
2,0,14,9,29,13.5,45.235,3
1,2,22,2,18,3.415,18.575000000000003,8
0,0,0,0,28,9.5,29.652,5
0,0,0,0,24,9.5,29.652,5
0,0,0,0,11,9.5,29.652,5
2,0,12,9,14,13.5,45.235,3
3,0,37,0,30,18.55,41.94,1
0,0,0,0,26,9.5,29.652,5
2,0,45,9,26,13.5,45.235,3
0,0,0,0,30,9.5,29.652,5
2,0,16,9,4,13.5,45.235,3
2,0,47,9,6,13.5,47.21,3
2,0,8,9,12,13.5,47.21,3
0,0,0,0,40,9.5,29.652,5
1,2,13,2,9,3.415,18.575000000000003,8
1,2,6,2,29,3.415,18.575000000000003,8
2,0,54,9,17,13.5,47.21,3
0,0,0,0,29,9.5,29.652,5
2,0,29,9,10,11.35,34.980000000000004,4
2,0,11,9,47,11.35,34.980000000000004,4
0,0,0,0,6,9.5,29.652,5
3,0,43,0,40,18.55,41.94,1
0,0,0,0,7,9.5,29.652,5
0,0,0,0,52,9.5,29.652,5
1,2,13,2,0,3.415,18.575000000000003,8
0,0,0,0,11,9.5,29.652,5
2,0,25,9,39,11.35,34.980000000000004,4
3,0,31,0,7,18.55,41.94,1
1,2,22,2,6,3.415,18.575000000000003,8
2,0,10,9,21,11.35,34.980000000000004,4
2,0,48,9,28,11.35,34.980000000000004,4
0,0,0,0,34,9.5,29.652,5
1,2,33,2,14,3.415,18.575000000000003,8
2,0,27,9,37,11.35,34.980000000000004,4
0,0,0,0,0,9.5,29.652,5
2,0,12,9,15,11.35,34.980000000000004,4
2,0,25,9,-2,11.35,34.980000000000004,4
3,0,19,0,32,18.55,41.94,1
2,0,7,10,38,11.35,34.980000000000004,4
2,0,16,10,11,11.35,34.980000000000004,4
1,2,6,2,8,3.415,18.575000000000003,8
0,0,0,0,12,9.5,29.652,5
2,0,24,10,7,12.35,34.980000000000004,4
1,2,20,2,47,3.415,18.575000000000003,8
1,2,9,2,28,3.415,18.575000000000003,8
2,0,13,10,0,12.35,34.980000000000004,4
3,0,44,0,15,18.55,41.94,1
0,0,0,0,24,9.5,29.652,5
0,0,0,0,44,9.5,29.652,5
3,0,35,0,30,18.55,41.94,1
2,0,48,10,10,12.35,34.980000000000004,4
1,2,60,2,4,3.415,18.575000000000003,8
2,0,21,10,37,12.35,34.980000000000004,4
0,0,0,0,8,9.5,29.652,5
0,0,0,0,11,9.5,29.652,5
2,0,8,10,35,12.35,34.980000000000004,4
2,0,15,10,10,12.35,36.45,4
0,0,0,0,8,9.5,29.652,5
2,0,13,10,0,12.35,36.45,4
0,0,0,0,12,9.5,29.652,5
1,2,6,2,20,3.415,18.575000000000003,8
1,2,28,2,27,3.415,18.575000000000003,8
2,0,4,10,26,12.35,36.45,4
2,0,7,10,29,12.35,36.45,4
0,0,0,0,28,10.5,31.717000000000002,5
0,0,0,0,10,10.5,31.717000000000002,5
1,2,39,2,12,3.415,18.575000000000003,8
3,0,43,0,22,18.55,41.94,1
0,0,0,0,2,10.5,31.717000000000002,5
2,0,12,10,38,12.35,36.45,4
1,2,38,2,6,3.415,18.575000000000003,8
2,0,14,10,4,12.35,36.45,4
2,0,24,10,24,12.35,36.45,4
0,0,0,0,23,10.5,31.717000000000002,5
0,0,0,0,9,10.5,31.717000000000002,5
1,2,6,2,17,3.415,18.575000000000003,8
2,0,24,10,32,12.35,36.45,4
1,2,6,2,16,3.415,18.575000000000003,8
0,0,0,0,30,10.5,31.717000000000002,5
0,0,0,0,7,10.5,31.717000000000002,5
0,0,0,0,34,10.5,31.717000000000002,5
2,0,8,10,0,12.35,36.45,4
2,0,24,10,5,12.35,36.45,4
0,0,0,0,29,10.5,31.717000000000002,5
2,0,7,10,12,12.35,36.45,4
0,0,0,0,53,10.5,31.717000000000002,5
0,0,0,0,20,10.5,31.717000000000002,5
2,0,16,10,11,12.35,37.875,4
3,0,49,0,0,18.55,41.94,1
2,0,7,10,21,12.35,37.875,4
0,0,0,0,33,10.5,31.717000000000002,5
4,0,46,0,7,18.55,41.94,1
2,0,8,10,12,12.35,37.875,4
2,0,12,10,30,12.35,37.875,4
1,2,6,2,29,3.415,18.575000000000003,8
2,0,7,10,16,12.35,37.875,4
2,0,8,10,18,12.35,37.875,4
2,0,8,10,18,12.35,37.875,4
0,0,0,0,10,10.5,31.717000000000002,5
2,0,6,10,14,12.35,37.875,4
2,0,11,10,30,12.35,37.875,4
2,0,36,10,6,12.35,37.875,4
2,0,18,10,45,12.35,37.875,4
2,0,24,10,32,12.35,37.875,4
0,0,0,0,11,10.5,31.717000000000002,5
2,0,18,10,0,12.35,37.875,4
1,2,60,2,9,3.415,18.575000000000003,8
1,2,20,2,24,3.415,18.575000000000003,8
1,2,9,2,0,3.415,18.575000000000003,8
2,0,21,10,26,12.35,37.875,4
1,2,33,2,12,3.415,18.575000000000003,8
2,0,63,10,10,12.35,37.875,4
0,0,0,0,17,10.5,31.717000000000002,5
0,0,0,0,14,10.5,31.717000000000002,5
2,0,21,10,8,12.35,37.875,4
2,0,17,10,37,12.35,37.875,4
2,0,6,10,0,12.35,37.875,4
2,0,15,10,6,12.35,37.875,4
0,0,0,0,38,10.5,31.717000000000002,5
2,0,8,10,23,12.35,37.875,4
0,0,0,0,12,10.5,31.717000000000002,5
3,0,49,0,36,18.55,41.94,1
1,2,38,2,45,3.415,18.575000000000003,8
0,0,0,0,31,10.5,31.717000000000002,5
0,0,0,0,32,10.5,31.717000000000002,5
0,0,0,0,45,10.5,31.717000000000002,5
3,0,36,0,30,18.55,41.94,1
2,0,45,10,22,12.35,37.875,4
0,0,0,0,10,10.5,31.717000000000002,5
2,0,30,10,33,12.35,37.875,4
1,2,5,2,29,3.415,18.575000000000003,8
0,0,0,0,6,10.5,31.717000000000002,5
2,0,8,10,29,12.35,37.875,4
2,0,42,10,20,12.35,37.875,4
0,0,0,0,34,10.5,31.717000000000002,5
0,0,0,0,14,10.5,31.717000000000002,5
0,0,0,0,9,10.5,31.717000000000002,5
2,0,16,10,12,12.35,37.875,4
2,0,8,10,0,12.35,37.875,4
2,0,10,10,13,12.35,37.875,4
0,0,0,0,37,10.5,31.717000000000002,5
1,2,23,2,6,3.415,18.575000000000003,8
2,0,6,10,49,12.35,37.875,4
0,0,0,0,29,10.5,31.717000000000002,5
2,0,26,10,0,12.35,37.875,4
2,0,24,10,8,12.35,37.875,4
0,0,0,0,6,10.5,31.717000000000002,5
2,0,13,10,1,12.35,37.875,4
0,0,0,0,38,10.5,31.717000000000002,5
2,0,7,10,20,12.35,37.875,4
2,0,18,10,10,12.35,37.875,4
2,0,8,10,12,12.35,37.875,4
2,0,25,10,41,12.35,37.875,4
1,2,23,2,31,3.415,18.575000000000003,8
2,0,4,10,0,12.35,37.875,4
2,0,47,10,27,12.35,37.875,4
3,0,44,0,12,18.55,41.94,1
2,0,6,10,7,12.35,37.875,4
0,0,0,0,29,10.5,31.717000000000002,5
0,0,0,0,35,10.5,31.717000000000002,5
4,0,46,0,35,18.55,41.94,1
0,0,0,0,31,10.5,31.717000000000002,5
3,0,41,0,17,18.55,41.94,1
2,0,8,10,21,12.35,37.875,4
2,0,16,10,36,13.5,37.875,4
3,0,45,1,6,18.55,43.345,1
2,0,6,10,14,13.5,39.315,4
0,0,0,0,15,10.5,31.717000000000002,5
3,0,49,1,19,18.55,43.345,1
2,0,21,10,32,13.5,39.315,4
2,0,14,10,44,13.5,39.315,4
2,0,27,10,36,13.5,39.315,4
2,0,25,10,9,13.5,39.315,4
0,0,0,0,6,10.5,31.717000000000002,5
2,0,52,10,30,13.5,39.315,4
1,2,38,2,8,3.415,18.575000000000003,8
2,0,6,10,28,13.5,39.315,4
2,0,10,10,41,13.5,39.315,4
1,2,38,2,26,3.415,18.575000000000003,8
4,0,46,0,32,18.55,43.345,1
1,2,33,2,12,3.415,18.575000000000003,8
2,0,48,10,39,13.5,39.315,4
2,0,13,10,30,13.5,39.315,4
0,0,0,0,18,10.5,31.717000000000002,5
0,0,0,0,24,10.5,31.717000000000002,5
3,0,44,1,18,18.55,43.345,1
2,0,52,10,8,13.5,39.315,4
2,0,21,10,37,13.5,39.315,4
0,0,0,0,26,10.5,31.717000000000002,5
0,0,0,0,17,10.5,31.717000000000002,5
2,0,56,10,54,13.5,39.315,4
2,0,7,10,24,13.5,39.315,4
2,0,14,10,45,13.5,39.315,4
2,0,11,10,53,13.5,39.315,4
0,0,0,0,13,10.5,31.717000000000002,5
2,0,13,10,27,13.5,39.315,4
1,2,23,2,21,3.415,18.575000000000003,8
2,0,7,10,43,13.5,39.315,4
3,0,19,1,16,18.55,43.345,1
1,2,9,2,39,3.415,18.575000000000003,8
0,0,0,0,40,10.5,31.717000000000002,5
2,0,8,10,0,13.5,39.315,4
2,0,16,10,11,13.5,39.315,4
2,0,25,10,23,13.5,39.315,4
0,0,0,0,22,10.5,31.717000000000002,5
0,0,0,0,7,10.5,31.717000000000002,5
2,0,24,10,34,13.5,39.315,4
0,0,0,0,5,10.5,31.717000000000002,5
2,0,7,10,5,13.5,39.315,4
2,0,29,10,20,13.5,39.315,4
1,2,33,2,33,3.415,18.575000000000003,8
0,0,0,0,11,10.5,31.717000000000002,5
1,2,38,2,29,3.415,18.575000000000003,8
1,2,34,2,12,3.415,18.575000000000003,8
0,0,0,0,31,10.5,31.717000000000002,5
1,2,5,2,25,3.415,18.575000000000003,8
0,0,0,0,26,10.5,31.717000000000002,5
0,0,0,0,27,10.5,31.717000000000002,5
2,0,24,10,14,13.5,39.315,4
0,0,0,0,58,10.5,31.717000000000002,5
1,2,39,2,31,3.415,18.575000000000003,8
2,0,16,10,29,13.5,39.315,4
1,2,20,2,49,3.415,18.575000000000003,8
3,0,43,1,34,18.55,43.345,1
0,0,0,0,11,10.5,31.717000000000002,5
2,0,13,10,27,13.5,39.315,4
0,0,0,0,17,10.5,31.717000000000002,5
0,0,0,0,31,10.5,31.717000000000002,5
3,0,53,1,37,18.55,43.345,1
0,0,0,0,28,10.5,31.717000000000002,5
2,0,17,10,11,13.5,39.315,4
1,2,5,2,22,3.415,18.575000000000003,8
2,0,25,10,21,13.5,39.315,4
2,0,14,10,10,13.5,39.315,4
3,0,49,1,24,18.55,43.345,1
2,0,8,10,13,13.5,39.315,4
1,2,39,2,36,3.415,18.575000000000003,8
1,2,9,2,33,3.415,18.575000000000003,8
3,0,19,1,10,18.55,43.345,1
1,2,23,2,24,3.415,18.575000000000003,8
0,0,0,0,34,11.35,31.717000000000002,5
2,0,16,10,11,13.5,39.315,4
0,0,0,0,37,11.35,31.717000000000002,5
2,0,14,10,24,13.5,39.315,4
0,0,0,0,23,11.35,31.717000000000002,5
2,0,29,10,18,13.5,39.315,4
2,0,13,10,58,13.5,39.315,4
2,0,27,10,24,13.5,39.315,4
1,2,28,2,-2,3.415,18.575000000000003,8
1,2,23,2,39,3.415,18.575000000000003,8
0,0,0,0,43,11.35,31.717000000000002,5
0,0,0,0,13,11.35,31.717000000000002,5
0,0,0,0,26,11.35,31.717000000000002,5
2,0,6,10,8,13.5,39.315,4
0,0,0,0,6,11.35,31.717000000000002,5
2,0,16,10,40,13.5,39.315,4
3,0,19,1,43,18.55,43.345,1
2,0,8,10,6,13.5,39.315,4
2,0,16,10,58,13.5,39.315,4
1,2,33,2,0,3.415,18.575000000000003,8
0,0,0,0,24,11.35,31.717000000000002,5
1,2,28,2,21,3.415,18.575000000000003,8
2,0,32,10,0,13.5,39.315,4
3,0,19,1,31,18.55,43.345,1
0,0,0,0,28,11.35,31.717000000000002,5
0,0,0,0,14,11.35,31.717000000000002,5
2,0,7,10,23,13.5,39.315,4
2,0,22,10,35,13.5,40.67,4
2,0,11,10,18,13.5,40.67,4
2,0,18,10,7,13.5,40.67,4
0,0,0,0,20,11.35,31.717000000000002,5
0,0,0,0,38,8.530000000000001,31.717000000000002,6
0,0,0,0,20,8.530000000000001,31.717000000000002,6
0,0,0,0,10,8.530000000000001,31.717000000000002,6
1,2,20,2,20,3.415,18.575000000000003,8
2,0,12,10,22,13.5,40.67,4
2,0,18,10,5,14.5,40.67,4
0,0,0,0,21,8.530000000000001,31.717000000000002,6
0,0,0,0,22,8.530000000000001,33.370000000000005,6
1,2,5,2,0,3.415,18.575000000000003,8
3,0,45,1,12,18.55,43.345,1
2,0,6,10,0,14.5,40.67,4
2,0,13,10,13,14.5,40.67,4
2,0,30,10,22,14.5,40.67,4
0,0,0,0,31,8.530000000000001,33.370000000000005,6
2,0,18,10,24,14.5,40.67,4
0,0,0,0,43,8.530000000000001,33.370000000000005,6
0,0,0,0,37,8.530000000000001,33.370000000000005,6
0,0,0,0,10,8.530000000000001,33.370000000000005,6
0,0,0,0,35,8.530000000000001,33.370000000000005,6
2,0,11,10,32,14.5,40.67,4
2,0,24,10,22,14.5,40.67,4
0,0,0,0,40,8.530000000000001,33.370000000000005,6
2,0,24,10,24,14.5,40.67,4
2,0,17,10,13,14.5,40.67,4
2,0,8,10,16,14.5,40.67,4
0,0,0,0,37,8.530000000000001,33.370000000000005,6
0,0,0,0,43,8.530000000000001,33.370000000000005,6
0,0,0,0,39,8.530000000000001,33.370000000000005,6
2,0,24,10,10,14.5,40.67,4
0,0,0,0,11,8.530000000000001,33.370000000000005,6
1,2,23,2,23,3.415,18.575000000000003,8
2,0,16,11,8,11.35,31.717000000000002,5
1,2,34,2,20,3.415,18.575000000000003,8
2,0,12,11,2,11.35,31.717000000000002,5
0,0,0,0,6,8.530000000000001,33.370000000000005,6
1,2,38,2,44,3.415,18.575000000000003,8
2,0,18,11,12,11.35,31.717000000000002,5
0,0,0,0,27,8.530000000000001,33.370000000000005,6
2,0,8,11,16,11.35,31.717000000000002,5
0,0,0,0,7,8.530000000000001,33.370000000000005,6
2,0,15,11,24,11.35,31.717000000000002,5
1,2,20,2,30,3.415,18.575000000000003,8
2,0,10,11,30,11.35,31.717000000000002,5
0,0,0,0,12,8.530000000000001,33.370000000000005,6
2,0,10,11,36,11.35,31.717000000000002,5
2,0,27,11,9,11.35,31.717000000000002,5
2,0,47,11,26,11.35,31.717000000000002,5
0,0,0,0,6,8.530000000000001,33.370000000000005,6
2,0,11,11,0,11.35,31.717000000000002,5
2,0,8,11,23,11.35,31.717000000000002,5
2,0,24,11,44,11.35,31.717000000000002,5
2,0,48,11,36,11.35,31.717000000000002,5
2,0,24,11,10,11.35,31.717000000000002,5
2,0,25,11,53,11.35,33.370000000000005,5
3,0,31,1,44,18.55,43.345,1
0,0,0,0,43,8.530000000000001,33.370000000000005,6
0,0,0,0,8,9.5,33.370000000000005,6
0,0,0,0,31,9.5,33.370000000000005,6
2,0,15,11,47,11.35,33.370000000000005,5
3,0,44,1,32,18.55,43.345,1
2,0,15,11,1,11.35,33.370000000000005,5
2,0,47,11,2,11.35,33.370000000000005,5
3,0,19,1,34,18.55,43.345,1
2,0,25,11,8,11.35,33.370000000000005,5
2,0,24,11,29,11.35,33.370000000000005,5
0,0,0,0,22,9.5,33.370000000000005,6
1,2,60,2,13,3.415,18.575000000000003,8
2,0,18,11,43,11.35,33.370000000000005,5
0,0,0,0,31,9.5,33.370000000000005,6
0,0,0,0,16,9.5,33.370000000000005,6
0,0,0,0,16,9.5,33.370000000000005,6
2,0,8,11,25,12.35,33.370000000000005,5
2,0,10,11,33,12.35,33.370000000000005,5
2,0,11,11,23,12.35,33.370000000000005,5
2,0,16,11,22,12.35,33.370000000000005,5
1,2,28,2,37,3.415,18.575000000000003,8
2,0,7,11,26,12.35,33.370000000000005,5
0,0,0,0,28,9.5,33.370000000000005,6
0,0,0,0,11,9.5,33.370000000000005,6
2,0,6,11,11,12.35,33.370000000000005,5
2,0,21,11,-2,12.35,33.370000000000005,5
3,0,15,1,8,19.86,43.345,1
2,0,26,11,24,12.35,33.370000000000005,5
2,0,14,11,7,12.35,33.370000000000005,5
2,0,18,11,10,12.35,33.370000000000005,5
0,0,0,0,0,9.5,33.370000000000005,6
1,2,5,2,9,3.415,18.575000000000003,8
2,0,4,11,13,12.35,33.370000000000005,5
0,0,0,0,34,9.5,33.370000000000005,6
0,0,0,0,2,9.5,33.370000000000005,6
2,0,25,11,24,12.35,33.370000000000005,5
2,0,24,11,2,12.35,33.370000000000005,5
1,2,9,2,10,3.415,18.575000000000003,8
1,2,38,2,31,3.415,18.575000000000003,8
2,0,26,11,6,12.35,33.370000000000005,5
2,0,29,11,8,12.35,33.370000000000005,5
2,0,24,11,12,12.35,33.370000000000005,5
0,0,0,0,25,9.5,33.370000000000005,6
1,2,33,2,18,3.415,18.575000000000003,8
2,0,7,12,0,12.35,33.370000000000005,5
0,0,0,0,12,9.5,33.370000000000005,6
2,0,32,12,11,12.35,33.370000000000005,5
2,0,18,12,34,12.35,33.370000000000005,5
0,0,0,0,29,9.5,33.370000000000005,6
2,0,24,12,11,12.35,33.370000000000005,5
0,0,0,0,11,9.5,33.370000000000005,6
0,0,0,0,34,10.5,33.370000000000005,6
2,0,18,12,47,12.35,33.370000000000005,5
2,0,6,12,12,12.35,33.370000000000005,5
2,0,30,12,12,12.35,33.370000000000005,5
2,0,27,12,24,12.35,33.370000000000005,5
2,0,25,12,0,12.35,34.980000000000004,5
2,0,26,12,21,12.35,34.980000000000004,5
0,0,0,0,8,10.5,33.370000000000005,6
2,0,48,12,6,12.35,34.980000000000004,5
2,0,42,12,10,12.35,34.980000000000004,5
0,0,0,0,20,10.5,33.370000000000005,6
2,0,21,12,20,12.35,34.980000000000004,5
2,0,10,12,24,12.35,34.980000000000004,5
0,0,0,0,14,10.5,33.370000000000005,6
2,0,18,12,10,12.35,34.980000000000004,5
2,0,11,12,0,12.35,34.980000000000004,5
0,0,0,0,6,10.5,33.370000000000005,6
0,0,0,0,30,10.5,33.370000000000005,6
2,0,27,12,21,12.35,34.980000000000004,5
1,2,20,2,43,3.415,18.575000000000003,8
0,0,0,0,6,10.5,33.370000000000005,6
0,0,0,0,6,10.5,33.370000000000005,6
0,0,0,0,7,10.5,33.370000000000005,6
0,0,0,0,29,10.5,33.370000000000005,6
2,0,30,12,21,12.35,34.980000000000004,5
2,0,48,12,31,12.35,34.980000000000004,5
1,2,20,2,17,3.415,18.575000000000003,8
2,0,12,12,0,13.5,34.980000000000004,5
2,0,6,12,31,13.5,34.980000000000004,5
0,0,0,0,18,10.5,33.370000000000005,6
2,0,6,12,27,13.5,34.980000000000004,5
2,0,10,12,9,13.5,34.980000000000004,5
1,2,20,2,17,3.415,18.575000000000003,8
3,0,27,1,22,19.86,43.345,1
2,0,13,12,0,13.5,34.980000000000004,5
3,0,15,1,12,19.86,43.345,1
2,0,10,12,47,13.5,34.980000000000004,5
0,0,0,0,9,10.5,33.370000000000005,6
2,0,4,12,14,13.5,34.980000000000004,5
0,0,0,0,34,10.5,33.370000000000005,6
0,0,0,0,8,10.5,33.370000000000005,6
0,0,0,0,1,10.5,33.370000000000005,6
2,0,18,12,17,13.5,34.980000000000004,5
3,0,35,1,18,19.86,43.345,1
3,0,43,1,12,19.86,43.345,1
3,0,45,1,16,19.86,43.345,1
3,0,49,1,8,19.86,43.345,1
2,0,21,12,14,13.5,34.980000000000004,5
0,0,0,0,13,10.5,33.370000000000005,6
2,0,24,12,44,13.5,34.980000000000004,5
3,0,19,1,26,19.86,43.345,1
2,0,22,12,21,13.5,34.980000000000004,5
2,0,10,12,27,13.5,34.980000000000004,5
0,0,0,0,42,10.5,33.370000000000005,6
3,0,35,1,16,19.86,43.345,1
0,0,0,0,32,10.5,34.980000000000004,6
2,0,21,12,4,14.5,34.980000000000004,5
2,0,12,12,39,14.5,34.980000000000004,5
0,0,0,0,20,10.5,34.980000000000004,6
2,0,7,12,10,14.5,34.980000000000004,5
2,0,16,12,5,14.5,34.980000000000004,5
2,0,22,12,25,14.5,34.980000000000004,5
0,0,0,0,9,10.5,34.980000000000004,6
2,0,12,12,34,14.5,34.980000000000004,5
0,0,0,0,26,10.5,34.980000000000004,6
0,0,0,0,15,10.5,34.980000000000004,6
0,0,0,0,6,10.5,34.980000000000004,6
2,0,10,12,9,14.5,34.980000000000004,5
3,0,43,1,6,19.86,43.345,1
0,0,0,0,7,10.5,34.980000000000004,6
2,0,6,12,27,14.5,34.980000000000004,5
3,0,35,1,4,19.86,43.345,1
3,0,19,1,20,19.86,43.345,1
2,0,24,12,8,14.5,34.980000000000004,5
2,0,16,12,24,14.5,34.980000000000004,5
3,0,27,1,5,13.5,51.03275000000002,2
0,0,0,0,8,10.5,34.980000000000004,6
2,0,26,12,38,14.5,34.980000000000004,5
0,0,0,0,38,10.5,34.980000000000004,6
0,0,0,0,26,10.5,34.980000000000004,6
3,0,19,1,29,13.5,51.03275000000002,2
2,0,12,12,34,14.5,34.980000000000004,5
0,0,40,0,17,10.5,34.980000000000004,6
2,0,25,12,34,14.5,34.980000000000004,5
1,2,9,2,0,3.415,18.575000000000003,8
2,0,24,12,30,14.5,34.980000000000004,5
3,0,35,1,26,13.5,51.03275000000002,2
2,0,16,12,14,14.5,34.980000000000004,5
2,0,32,12,19,14.5,34.980000000000004,5
0,0,0,0,37,10.5,34.980000000000004,6
1,2,20,2,24,3.415,18.575000000000003,8
4,0,46,0,21,19.86,43.345,1
2,0,23,12,29,14.5,34.980000000000004,5
0,0,0,0,18,10.5,34.980000000000004,6
0,0,0,0,25,10.5,34.980000000000004,6
2,0,10,12,34,14.5,34.980000000000004,5
0,0,0,0,7,10.5,34.980000000000004,6
