layer_group,step,Lhat,grad_dual_norm_next
conv1,14,3.4771874174384605,0.47710831422444566
conv1,15,3.687569401997435,0.4578095038173665
conv1,16,3.2152251385440427,0.4397151203080999
conv1,17,3.134964959283788,0.41200617776619064
conv1,18,2.5552838010139816,0.3971885397292326
conv1,19,3.484508381226755,0.3734567703794491
conv1,20,3.050212779143852,0.35515350963537906
conv1,21,2.961309622300957,0.3220146360022432
conv1,22,3.0416699440895774,0.31128728451609333
conv1,23,2.667751607927432,0.27833583179824717
conv1,24,2.234374183877906,0.2513115052761761
conv1,25,2.28200083087837,0.23638240766548294
conv1,26,2.739533652748078,0.19386379505522836
conv1,27,1.8411398428241497,0.17327403214177378
conv1,28,2.0922841799557625,0.14806051954553442
conv1,29,2.117079886519662,0.12928124151319578
conv1,30,1.8836869489540053,0.11473656903019909
conv1,31,1.822465373237369,0.09127040406836424
conv1,32,1.4773195189391657,0.07592158629406737
conv1,33,1.3657907400748963,0.06756957165788931
conv1,34,1.3864804819951126,0.063681429077911
conv1,35,1.3915651307799846,0.06489610745477117
conv1,36,1.7036787171675851,0.060217833032223556
conv1,37,1.4004975611348498,0.06145845390034976
conv1,38,1.469029402220521,0.06253764960420444
conv1,39,1.4640851110050819,0.05860979518371979
conv1,40,1.6971887694826366,0.05935531230271921
conv1,41,1.8829873897128595,0.06365003524451776
conv1,42,1.7393474885064333,0.059880684405566605
conv1,43,1.757450419853213,0.06157420088372631
conv1,44,1.92205477083766,0.061182767835878296
conv1,45,2.008453431029434,0.05973761277697221
conv1,46,1.9127975272193993,0.06027064453742064
conv1,47,1.9701658849608021,0.06146947224087831
conv1,48,1.8988588368847212,0.05694362220984124
conv1,49,1.8857580909066731,0.06118182728133701
conv1,50,1.8910209968523013,0.056401429116307446
conv1,51,1.783309648947364,0.05757415591881087
conv1,52,1.8979159562974302,0.058372099087557736
conv1,53,2.048919663802857,0.055918195230939285
conv1,54,2.3441078987296358,0.0588652241019536
conv1,55,2.1860565708356368,0.056279150656503844
conv1,56,2.184082259848716,0.055060426381025825
conv1,57,2.1725291079093303,0.05106783161459742
conv1,58,2.0396232774256173,0.05300496860313523
conv1,59,2.113784094285751,0.05307128272406536
conv1,60,2.059304269360117,0.05697722737018519
conv1,61,1.9454360683438683,0.05127953176977637
conv1,62,1.8883800377091569,0.05693586156922984
conv1,63,1.8844632434751682,0.05386275134061974
conv1,64,1.9985748216309085,0.06025773581782615
conv1,65,2.1760573453069374,0.05731300084002539
conv1,66,2.1180740604344246,0.056911417098546906
conv1,67,2.1586604866265326,0.057379375391096304
conv1,68,2.271788073367743,0.05907917087148764
conv1,69,2.212766434933194,0.05819001229144898
conv1,70,2.267505215087173,0.05847380718854175
conv1,71,2.4909860812872577,0.05474607905587146
conv1,72,2.3063825634241106,0.057964847467354516
conv1,73,2.165008665038933,0.05236303196587463
conv1,74,2.2350622090114642,0.05749712765992271
conv1,75,2.2913961096738604,0.05504792195368466
conv1,76,2.3083153342522444,0.05767777235756129
conv1,77,2.3035249984509893,0.05753373453314476
conv1,78,2.293822940334341,0.05787784948488752
conv1,79,2.231479313489321,0.05536862638996594
conv1,80,2.0260651197180337,0.0539050095078529
conv1,81,1.801791582958036,0.0547876289707296
conv1,82,1.8553026967605213,0.05964633150651933
conv1,83,1.9922709278794148,0.05742884362991483
conv1,84,2.003510832251095,0.059123920372783134
conv1,85,2.2706647472922783,0.06636461102743084
conv1,86,2.2259110472335157,0.06716565233275094
conv1,87,2.210287868988789,0.06636533312729748
conv1,88,2.0091072838478374,0.06292598926749104
conv1,89,2.00637625770277,0.07173793519949193
conv1,90,2.3954620823209845,0.06940798242274074
conv1,91,2.308075320732683,0.06627151838129877
conv1,92,2.13716500130284,0.06847916406660448
conv1,93,2.4880181093750995,0.068694950571382
conv1,94,2.600694063697726,0.0684670302982771
conv1,95,2.383619939189683,0.06351644994635004
conv1,96,2.3306071758451616,0.066683104628116
conv1,97,2.3211918377620915,0.06291201296485557
conv1,98,2.357314330186401,0.06402403916187403
conv1,99,2.448666853702846,0.06089541668386424
conv1,100,2.468290268082454,0.06979212979988142
conv1,101,2.4623038740576537,0.05633481979650852
conv1,102,2.4369911519318808,0.06312424346845376
conv1,103,2.5084435188517054,0.055830370066214254
conv1,104,2.668942380335366,0.06487756683427087
conv1,105,2.588552864247129,0.05422163895410283
conv1,106,2.4639050369070925,0.062154764301489494
conv1,107,2.375603671665039,0.0517220589286561
conv1,108,2.4142486914712564,0.06424727856635276
conv1,109,2.5329222052345495,0.05567963003840599
conv1,110,2.5894635802331365,0.06330885582163778
conv1,111,2.4262386070065665,0.05520393003379707
conv1,112,2.4157679568721098,0.061461544033728846
conv1,113,2.5742328887597554,0.053473462887476945
conv1,114,2.4578850271648824,0.05749230265637711
conv1,115,2.439770581168431,0.05120654107938731
conv1,116,2.3761446166077733,0.05581219687509736
conv1,117,2.3703666447717096,0.05039958176571487
conv1,118,2.4932014381102547,0.05724722310716254
conv1,119,2.4939888607128573,0.05415844619877254
conv1,120,2.5566476980760937,0.0575699688995496
conv1,121,2.670791460232738,0.05609385553684662
conv1,122,2.6770333139467355,0.056905938812693
conv1,123,2.437548290893159,0.04962343631831595
conv1,124,2.2065539103028415,0.05583397391720575
conv1,125,2.498369556538275,0.05385639486614762
conv1,126,2.5319144353468834,0.05605040802007766
conv1,127,2.381661099349199,0.04937668788265278
conv1,128,2.394963260796766,0.05670244183817207
conv1,129,2.340189288487032,0.04772752154944975
conv1,130,2.188286409497778,0.05438512087592013
conv1,131,2.2123034152185266,0.05066217918720317
conv1,132,2.268534980010496,0.0592746288675241
conv1,133,2.1334010891993054,0.054532856878264604
conv1,134,2.256856294433071,0.05956188104136496
conv1,135,2.0447721623458692,0.04780112785184997
conv1,136,1.9365449984614789,0.06337577746843114
conv1,137,2.209716563683237,0.05000154482342815
conv1,138,2.2182824075862535,0.06066514848044264
conv1,139,2.2100595771485296,0.05725036540149504
conv1,140,2.264827107039025,0.06409885076995218
conv1,141,2.2049165383393423,0.04931802115194686
conv1,142,2.125840115540629,0.06603821296867912
conv1,143,2.273684751552119,0.053329899708575934
conv1,144,2.3432781549611907,0.06330101370821158
conv1,145,2.5103029501938954,0.05662562453411258
conv1,146,2.4052579189784784,0.058926643321660165
conv1,147,2.3722191994153237,0.05663472020575193
conv1,148,2.3606280210236927,0.05874171370867974
conv1,149,2.3475516616747263,0.05336658243764761
conv1,150,2.569098973667438,0.06214427243563481
conv1,151,2.5107055870631743,0.052324935719052154
conv1,152,2.3830294913751477,0.05571768169182797
conv1,153,2.5592531863415005,0.05795760564279972
conv1,154,2.715755496335325,0.05813761632338392
conv1,155,2.5666180808917733,0.053407128218419045
conv1,156,2.42395447341516,0.05564357637441943
conv1,157,2.2983271931924403,0.0505754708499365
conv1,158,2.2613464279084847,0.05566012229639705
conv1,159,2.488990296250114,0.0552237014996819
conv1,160,2.5343989433747307,0.05534011814004037
conv1,161,2.456923039837308,0.05518187563960071
conv1,162,2.356207911633686,0.051714747288297835
conv1,163,2.604793867662608,0.056944533638564755
conv1,164,2.740623475245217,0.0540484371801365
conv1,165,2.5347453393677206,0.05505460223253084
conv1,166,2.587846604004812,0.05373236672215274
conv1,167,2.7272700072896945,0.05624475873481537
conv1,168,2.8404068268634,0.054924889222171085
conv1,169,2.7520490415860475,0.058387434901434956
conv1,170,2.850136192236128,0.0595206293306454
conv1,171,2.788821761102528,0.05268145114605959
conv1,172,2.638960182915133,0.056840624120837395
conv1,173,2.574597712045954,0.050970269035173855
conv1,174,2.648266765670858,0.057319561304312726
conv1,175,2.6524207041126813,0.05038831306908738
conv1,176,2.8837936457017124,0.05940159943703933
conv1,177,2.8888939782833107,0.051360642123884075
conv1,178,2.8734093378103776,0.05849699919654679
conv1,179,2.9783624176276646,0.05417117818748406
conv1,180,2.9778789091477496,0.05803088510304376
conv1,181,2.894718576473752,0.05317082780534903
conv1,182,2.7939484578885176,0.056705645002184564
conv1,183,2.831502503260046,0.055141937359476534
conv1,184,3.0423614706161857,0.0603580727833516
conv1,185,3.150834060873107,0.0538886920757707
conv1,186,3.086407751280722,0.056286278114876055
conv1,187,3.08730995512022,0.05200826574867221
conv1,188,2.8139398002727942,0.053463934917421845
conv1,189,2.7064358777923223,0.04859903045335844
conv1,190,2.60751275754062,0.05101371812141008
conv1,191,2.517136348608752,0.048121116569484736
conv1,192,2.6571055084261985,0.052028213729734867
conv1,193,2.6598569810807517,0.05071351586615371
conv1,194,2.6090399266942765,0.04663993455267891
conv1,195,2.6806485503319926,0.05019946288437941
conv1,196,2.729637666388815,0.04774444224568164
conv1,197,2.6874320907731115,0.04806057963871852
conv1,198,2.7543550705528546,0.04960634945248268
conv1,199,2.7841097159752564,0.04739639104800331
conv1,200,2.789824408792104,0.05228992386927464
conv1,201,2.7233441606424984,0.04871389974468666
conv1,202,2.679619841435003,0.050290618072412266
conv1,203,2.7183851969006563,0.050886138219341424
conv1,204,2.688750335806931,0.05031868344563687
conv1,205,2.5666271597620596,0.04598483771198654
conv1,206,2.522737615850335,0.05064016071672131
conv1,207,2.530835357104107,0.046778698155004
conv1,208,2.6460685980519982,0.05344315547064055
conv1,209,2.6760228144313682,0.046115169921948605
conv1,210,2.715258134524125,0.05433335131634954
conv1,211,2.741836227080442,0.04836006245388604
conv1,212,2.745924681611179,0.05438628803495262
conv1,213,2.8086941003092014,0.04673649868180977
conv1,214,2.8897166319402747,0.0547014984506912
conv1,215,3.1197757960151167,0.05320128197808005
conv1,216,3.130808500767449,0.05495829466933041
conv1,217,2.976557050141582,0.04812659813824116
conv1,218,2.9900020429041834,0.05571311112772476
conv1,219,2.9388948298454562,0.048957405925927504
conv1,220,2.7825221473436286,0.05689920051786912
conv1,221,2.705489546837841,0.049362672387478976
conv1,222,2.6862314100466715,0.05659003292247901
conv1,223,2.7004893953776534,0.05043462433696096
conv1,224,2.8299678792986573,0.056375394029638454
conv1,225,2.8805430967377146,0.05019294189383248
conv1,226,2.7974123973098366,0.06047596453542049
conv1,227,2.845975880935566,0.05365654205709526
conv1,228,2.899974220434302,0.05915978961667903
conv1,229,2.82761787412531,0.05223566993652401
conv1,230,2.83147852172163,0.05661062171185017
conv1,231,2.957075832312732,0.05419612666124357
conv1,232,3.0204238825802743,0.05439730881968626
conv1,233,3.1355445757418954,0.05785399624713384
conv1,234,3.1970796607918235,0.05342430491769507
conv1,235,3.233980943461981,0.056012452537015825
conv1,236,3.2378371498776133,0.05443919841684337
conv1,237,3.1213593307687195,0.050995246548613996
conv1,238,3.053711449240271,0.053522864792849324
conv1,239,2.9515656540920663,0.04949849673480877
conv1,240,3.004082818889161,0.052867777048261934
conv1,241,2.977527241767909,0.05390122318108751
conv1,242,2.954264139164454,0.053323866593369046
conv1,243,2.9910017354368956,0.05077578828763654
conv1,244,2.828973441564978,0.05194296628689017
conv1,245,2.777122084147836,0.04830822919337116
conv1,246,2.811375456548699,0.051601108613940495
conv1,247,2.734037158592376,0.04691029971314786
conv1,248,2.9198143722435494,0.052970292187337994
conv1,249,3.015554248422103,0.049183311020488195
conv1,250,3.034437273181791,0.04989480798306525
conv1,251,2.9347828492115613,0.04715674678386498
conv1,252,2.873115346037477,0.054392240518337104
conv1,253,3.0125607138534916,0.049617319885843815
conv1,254,2.8955235192207027,0.05095558454784345
conv1,255,2.945523901620119,0.04842404457470161
conv1,256,2.8323038308490607,0.05015366764139969
conv1,257,2.9396124517605524,0.048264186800461274
conv1,258,3.0276563139088233,0.051048198648187375
conv1,259,3.144835139975029,0.04994181093765246
conv1,260,3.237032823377688,0.0509904073545331
conv1,261,3.148145849106236,0.047157063970968444
conv1,262,3.137775632441344,0.05104204472425424
conv1,263,3.1905535108687384,0.04830670799775775
conv1,264,3.1792195730583908,0.049460954584303427
conv1,265,3.130045585864005,0.04968596159596364
conv1,266,3.196505162803678,0.04753421806266019
conv1,267,3.178490167636436,0.04802818339867005
conv1,268,3.1384790985995763,0.047185577912224726
conv1,269,3.1907983088433385,0.04961556012107527
conv1,270,3.218054092891004,0.04750358861660587
conv1,271,3.0538714476657214,0.046709976693453614
conv1,272,3.0090887621715927,0.04662085908561531
conv1,273,3.035457504840468,0.04694060221523242
conv1,274,3.1737890757101415,0.050007086551575305
conv1,275,3.1525272616837188,0.04755366379854512
conv1,276,3.125785496190456,0.04815878555819508
conv1,277,3.101073409059782,0.0481958427766378
conv1,278,3.1319262297467607,0.04982112858702717
conv1,279,3.191407190697037,0.04817185409819375
conv1,280,3.092413596983777,0.049245778449578274
conv1,281,3.122916371376024,0.04810437739918893
conv1,282,3.0712252522308146,0.04979378420715893
conv1,283,2.969824676545594,0.04612693880914491
conv1,284,3.009768253195239,0.04987951441183678
conv1,285,2.99913692951797,0.04505801063175924
conv1,286,2.939364764653438,0.04841815569206322
conv1,287,3.0099915817833742,0.04733678389086063
conv1,288,2.8249932634970762,0.046126844840700724
conv1,289,2.7308655873462335,0.04452568189006168
conv1,290,2.90782964919572,0.04710846762843459
conv1,291,2.9369710866217886,0.04572158028682164
conv1,292,3.020708122593323,0.04646063868837984
conv1,293,3.08039279580382,0.04627004055665516
conv1,294,3.0172063639995867,0.04574358089635847
conv1,295,2.8806932058475714,0.0412974607121657
conv1,296,2.768738668569985,0.046162678229960355
conv1,297,2.913756598037417,0.042817668368190905
conv1,298,3.0148523524708155,0.047078713406764915
conv1,299,3.016721074692096,0.04531664909268089
conv1,300,3.0711712049712165,0.04669509888951462
conv1,301,2.9776553647510715,0.04740544876172629
conv1,302,2.8609824036937934,0.04384315635403436
conv1,303,2.8785321360499223,0.047953477115197866
conv1,304,2.8836992117872406,0.0431192892256827
conv1,305,2.9196427661292983,0.04824130688381266
conv1,306,2.9755185809999176,0.043613140402443296
conv1,307,2.8322376853249276,0.04234623132280302
conv1,308,2.762364509257606,0.042491874323355563
conv1,309,2.733189995473391,0.04376665583046407
conv1,310,2.7793584942084806,0.04215020609001573
conv1,311,2.8284261863569045,0.0420449209423643
conv1,312,2.861882017447236,0.04441242924345173
conv1,313,2.810475998268503,0.042454388855174024
conv1,314,2.910610609274121,0.047932866791278415
conv1,315,2.8859098624994175,0.0425456012152604
conv1,316,2.9032319888216906,0.04752588208047881
conv1,317,2.9792944747094188,0.04571104560128673
conv1,318,2.866608445948318,0.045888453487015805
conv1,319,2.884965854350427,0.044402953824695154
conv1,320,3.000899486610578,0.04759789428517579
conv1,321,3.0291899682811656,0.04576656714229461
conv1,322,2.9866141956116414,0.04727675566625024
conv1,323,2.993278187333304,0.046620223837309356
conv1,324,2.8723083767478137,0.04634810296770554
conv1,325,2.903557768502413,0.04628349252614667
conv1,326,2.923939971831776,0.041849370178846004
conv1,327,2.918133789386773,0.048278082309084806
conv1,328,3.2468385955686823,0.04622828787002662
conv1,329,3.151004596878072,0.04762416310662751
conv1,330,3.1846648599843697,0.04628282334501173
conv1,331,3.1212959781883867,0.045795894099297574
conv1,332,3.0315496085447626,0.044026809973882676
conv1,333,3.0955692251226647,0.047816575732768436
conv1,334,3.1634009659231612,0.045030866446918706
conv1,335,3.2895345498624633,0.050405915163051936
conv1,336,3.1839467023247487,0.04670123507394951
conv1,337,3.353916586215133,0.05243745424874637
conv1,338,3.3898609633357815,0.04783079748686949
conv1,339,3.374507416490953,0.0526958416818002
conv1,340,3.469691921734034,0.04721051429770586
conv1,341,3.4001729190454317,0.04851236041089362
conv1,342,3.277411871698173,0.04567876098226837
conv1,343,3.334364569415088,0.04854290592867651
conv1,344,3.3068834624931114,0.047408949000354375
conv1,345,3.2783962325768505,0.0474217992880719
conv1,346,3.3883236692866485,0.050196756299016855
conv1,347,3.4400530151841173,0.0503629652039763
conv1,348,3.462635768552464,0.04740384037738711
conv1,349,3.313743679735826,0.04723256671702022
conv1,350,3.1454959670528866,0.047114921566033835
conv1,351,3.172453310061427,0.04791425856078979
conv1,352,3.2508601585903576,0.04706810651627943
conv1,353,3.2703497590563666,0.04941562590141668
conv1,354,3.299176399082219,0.04767002907152397
conv1,355,3.331687267243665,0.04918119973951021
conv1,356,3.291682206030476,0.04991698586148818
conv1,357,3.319683098739699,0.048659676266068874
conv1,358,3.213690021315146,0.05113529180722797
conv1,359,3.4241056991064576,0.0531704428625975
conv1,360,3.561589720956244,0.04983791426622175
conv1,361,3.4552205702129193,0.05090135941143683
conv1,362,3.5215325529597177,0.05002097071931897
conv1,363,3.411903805221698,0.04899864446349377
conv1,364,3.350346776810623,0.04881937734477745
conv1,365,3.2905550247404562,0.04673525008358851
conv1,366,3.3391019383044336,0.04956384329170434
conv1,367,3.357690211224762,0.04621378487680508
conv1,368,3.3617420459901948,0.049694516880222694
conv1,369,3.2922372595916154,0.04472021298095395
conv1,370,3.2112521816687787,0.04918332851995266
conv1,371,3.262019591745064,0.04503461217290279
conv1,372,3.3783641053210136,0.050937749170569514
conv1,373,3.354412312710339,0.04572638908838532
conv1,374,3.432918244198511,0.05285398144962106
conv1,375,3.4178523717377045,0.047202347909486304
conv1,376,3.4240350990079205,0.049805136130063224
conv1,377,3.527632982534647,0.04823038224308783
conv1,378,3.496883603899106,0.04899207509925161
conv1,379,3.4743799841882086,0.04769837946248024
conv1,380,3.361527952876881,0.04599458471965333
conv1,381,3.471935755217533,0.050493347339964106
conv1,382,3.5271643381312545,0.04719282428178443
conv1,383,3.4117060559722105,0.04713008465107344
conv1,384,3.325756556767797,0.04708370713595654
conv1,385,3.3128035494125894,0.04838826377594774
conv1,386,3.273550489942991,0.04495617088468142
conv1,387,3.23364748438893,0.04609374986906319
conv1,388,3.232026487113496,0.04362614830524227
conv1,389,3.212068213917092,0.04710535826416356
conv1,390,3.1168877329291234,0.0398476048141691
conv1,391,3.1580803571479326,0.045503035020796036
conv1,392,3.0389689119927303,0.03809113625053263
conv1,393,3.0225168276660432,0.04545830335236063
conv1,394,3.1105440668772153,0.03980169547363105
conv1,395,3.0649053267517585,0.04341235681216589
conv1,396,3.093369495535832,0.041560040380359445
conv1,397,3.0821401766603027,0.04464353485592955
conv1,398,3.1450509101531647,0.045923812261823196
conv1,399,3.250255467370165,0.046617647393021475
conv1,400,3.284889455690244,0.04693152152192766
conv1,401,3.3209188482145477,0.047229349502874905
conv1,402,3.30984491693162,0.04432684249594462
conv1,403,3.337879473837475,0.04881713613559817
conv1,404,3.2709532176764142,0.04101928966167288
conv1,405,3.2384732626357438,0.04823930149558228
conv1,406,3.2580949685169207,0.04196013172459242
conv1,407,3.159789821124092,0.04694540187926332
conv1,408,3.201930790514611,0.04249023896334351
conv1,409,3.289115462615025,0.04948109379090318
conv1,410,3.3766548327135775,0.043190809602998086
conv1,411,3.396057431821369,0.04883084703891676
conv1,412,3.444226883531194,0.04542459239090191
conv1,413,3.4429272933743036,0.04914074450851289
conv1,414,3.3443382037570513,0.043568623450532036
conv1,415,3.366824670327331,0.050352976455585466
conv1,416,3.4128339121183227,0.04414873196924615
conv1,417,3.3933055693053307,0.0509577626994046
conv1,418,3.307830560595132,0.04248452392948669
conv1,419,3.3608445543591268,0.05136093560318975
conv1,420,3.1664618177547452,0.03952235155945895
conv1,421,3.009309764066892,0.046654370056307855
conv1,422,3.124398748053159,0.043483776191093594
conv1,423,3.096758121376173,0.04595945780370861
conv1,424,3.0655754982842502,0.044002322478188534
conv1,425,2.925724347932844,0.042783494524956917
conv1,426,2.940927478513663,0.04561756271818011
conv1,427,2.9804134546057828,0.043161155895487725
conv1,428,2.9675272147759633,0.043307935952413286
conv1,429,2.9154341564527164,0.04274635701518811
conv1,430,2.838449521788169,0.0428101297217334
conv1,431,2.935043513566829,0.04448593856199903
conv1,432,3.0248605186360287,0.04291237905104213
conv1,433,2.9809043228344265,0.0431703574034736
conv1,434,3.018305591329584,0.044231240408637885
conv1,435,3.0114688555396083,0.04262357330656788
conv1,436,3.033508372792945,0.04566820224054921
conv1,437,2.9867317402017513,0.041115132906822324
conv1,438,2.956314917733052,0.045014814640617726
conv1,439,3.0662297497704056,0.04214089789152238
conv1,440,3.0793052131815988,0.04455501904728379
conv1,441,3.128650281245299,0.04390138570158915
conv1,442,3.0256622992226796,0.04215882967155936
conv1,443,2.9470945009481144,0.0419252880044276
conv1,444,2.993035703788366,0.04258172907983262
conv1,445,2.9711649118436623,0.04162927633789025
conv1,446,3.0590719861050246,0.044166196541670526
conv1,447,3.015272298025519,0.04018898435887092
conv1,448,2.931840580842989,0.044796529255439664
conv1,449,3.0428426049875292,0.042626303987991915
conv1,450,3.126665199713703,0.04655324933425094
conv1,451,3.1197363948396712,0.042834985092929316
conv1,452,2.989896231437198,0.04339324597094146
conv1,453,3.0072132195523227,0.042258607732240765
conv1,454,3.0282239326794644,0.04285266602514615
conv1,455,2.9363590620514337,0.04157571388293127
conv1,456,2.928820131203833,0.04175338837487871
conv1,457,3.1376006928297264,0.047007447386273715
conv1,458,3.242816779164309,0.043757761364882235
conv1,459,3.10497311118691,0.04475476313794715
conv1,460,3.0097437476091837,0.043386314837379834
conv1,461,3.06799380380165,0.04478128599830532
conv1,462,3.104809091593182,0.0430230973113569
conv1,463,3.17877633642801,0.04493215487615767
conv1,464,3.169271542760241,0.043812348160848204
conv1,465,3.1950377537760906,0.04404247624489137
conv1,466,3.274839313662067,0.0464624097579531
conv1,467,3.2800305066960673,0.043898436151142355
conv1,468,3.231643524491871,0.04441417869405806
conv1,469,3.2619146341046017,0.04538832472827626
conv1,470,3.1656602952671298,0.044204150317509544
conv1,471,3.0986371042633007,0.04386358566244254
conv1,472,3.113370832488514,0.04545428980764098
conv1,473,3.1244781715001126,0.04345065591767001
conv1,474,3.1409014466488903,0.04421886066426762
conv1,475,3.138953661329155,0.04363449804195138
conv1,476,3.1414853737384916,0.04483793680591183
conv1,477,3.0608451294383414,0.04097585145838409
conv1,478,2.9914931945576884,0.04255521627185811
conv1,479,3.0468819137939285,0.042308250572601895
conv1,480,3.1121357105353544,0.04419385963792634
conv1,481,3.1100617373655566,0.04161596069653999
conv1,482,3.096453491979729,0.04574558723216665
conv1,483,3.0083394415845404,0.03914125554555278
conv1,484,3.0352338273596504,0.04482875494532936
conv1,485,2.9884397876636513,0.038292038576992614
conv1,486,2.9860394325468866,0.0440169015156649
conv1,487,2.9401611786828448,0.03757422022538125
conv1,488,2.977430332923939,0.04523481428995782
conv1,489,2.9874726298856866,0.03853616214873581
conv1,490,2.921964367991708,0.04429524241734619
conv1,491,2.874301662413445,0.03688052564044437
conv1,492,2.8281578285783042,0.04334965544481888
conv1,493,2.9732140371934617,0.03973647835272237
conv1,494,2.932259324410215,0.042870110724019986
conv1,495,2.879341621718483,0.039513132573648226
conv1,496,2.7528399159147128,0.040473420760894524
conv1,497,2.8438544689817298,0.040323118163933615
conv1,498,2.964090846624531,0.04250221216169686
conv1,499,2.885413926153602,0.03989962810796448
conv1,500,2.9241596784427726,0.04250179080042183
conv1,501,2.9791429974924677,0.040098904049156746
conv1,502,2.959879842417966,0.04246600350365733
conv1,503,2.9522221503985673,0.04004517855886027
conv1,504,2.911352349356653,0.04269900188830427
conv1,505,2.888564987759349,0.038919512686769575
conv1,506,2.7418749636581534,0.04262838209996271
conv1,507,2.7338559573195504,0.037824158544135206
conv1,508,2.8121531778486233,0.04290255117632851
conv1,509,2.7432623530727027,0.03653712063571805
conv1,510,2.7678712913263355,0.042024723503217246
conv1,511,2.7509843549750603,0.03648219119516217
conv1,512,2.7275570058123164,0.04145816106602942
conv1,513,2.6989311460096137,0.03548707195698306
conv1,514,2.7248514318448604,0.04168542844352074
conv1,515,2.735249692562032,0.03688549961595143
conv1,516,2.685992748211738,0.041605368827748374
conv1,517,2.75669039807664,0.037038641850698356
conv1,518,2.7459546933721484,0.03977083781462574
conv1,519,2.79029719609239,0.03851906624912285
conv1,520,2.855648482140142,0.0400697854124075
conv1,521,2.8942220897405284,0.0393921657251583
conv1,522,2.7622566026045225,0.03619103246169302
conv1,523,2.7420158924403757,0.039497544087465225
conv1,524,2.7750439854010147,0.03641979510718901
conv1,525,2.7552576454573523,0.038776353444176556
conv1,526,2.707006389818636,0.0359631049363663
conv1,527,2.721962924262666,0.03883636670744064
conv1,528,2.6018189366274993,0.03449955172763424
conv1,529,2.533180016596943,0.03743779119639543
conv1,530,2.619895758308864,0.035889124607088756
conv1,531,2.6291864010711286,0.038224418734600585
conv1,532,2.5973117075249506,0.03469857837224326
conv1,533,2.5779845949489,0.03801692142191743
conv1,534,2.5478239420140905,0.033766665328421964
conv1,535,2.5955632668597164,0.03892815532665968
conv1,536,2.5573997708817258,0.03529633097613761
conv1,537,2.520265919357742,0.03830234146658929
conv1,538,2.488033398962072,0.033931518146282626
conv1,539,2.5991968698781656,0.04025670943436745
conv1,540,2.6214375985188276,0.033884448589043256
conv1,541,2.6064633621187796,0.04030997019328601
conv1,542,2.558953617207605,0.03226813364302345
conv1,543,2.523957614497718,0.03992953849816477
conv1,544,2.558081422817426,0.03242734420331845
conv1,545,2.567396119853296,0.03935060656081534
conv1,546,2.505081218025487,0.03166555135026459
conv1,547,2.4245818944020314,0.037891445340106376
conv1,548,2.5058522044942753,0.032596524539680795
conv1,549,2.578739679288871,0.03818083291769104
conv1,550,2.666046921783761,0.034232303573195906
conv1,551,2.652670888040344,0.03826205683195398
conv1,552,2.496699475325472,0.0314274745764855
conv1,553,2.5029953291574243,0.03857640797305777
conv1,554,2.6185230634266894,0.033873805368601136
conv1,555,2.677427150843537,0.039645220488629444
conv1,556,2.6646722330573613,0.03318788923837529
conv1,557,2.6195539047373937,0.03894692437164897
conv1,558,2.5508739526633657,0.03205223146611197
conv1,559,2.4820346939089704,0.03759833031475253
conv1,560,2.509240243818659,0.0329237535055204
conv1,561,2.490886228045914,0.03734339942256246
conv1,562,2.3958789271954477,0.030766980002820504
conv1,563,2.3466390430560837,0.03593624355468682
conv1,564,2.3555913509952076,0.030485792006471897
conv1,565,2.385369289362043,0.036980402583055856
conv1,566,2.403630105868105,0.030086282883181298
conv1,567,2.347797945756539,0.03498804831896818
conv1,568,2.2671730836428554,0.028553747054430173
conv1,569,2.288434473455362,0.035649096654842505
conv1,570,2.301362765811983,0.028704188173631025
conv1,571,2.357462771756815,0.036946158494355154
conv1,572,2.403647539450923,0.02977477548695635
conv1,573,2.392943136838991,0.037159329909855904
conv1,574,2.3863276141576373,0.030086750153508812
conv1,575,2.3491397194879933,0.03650306281224662
conv1,576,2.3543509149668567,0.029984891167705398
conv1,577,2.340674980760016,0.037105300990267744
conv1,578,2.334454711620257,0.02988064701358526
conv1,579,2.307141983845807,0.03566444185776078
conv1,580,2.2303968728830763,0.028000283659438307
conv1,581,2.223089855183369,0.03535527747278095
conv1,582,2.2958668149489796,0.029758373615626527
conv1,583,2.3286411923891785,0.03656619399860881
conv1,584,2.2062120864593777,0.02738271509232618
conv1,585,2.18845145829355,0.0351609996879675
conv1,586,2.2623413857286727,0.02887261370263924
conv1,587,2.227766237943535,0.03415998550388877
conv1,588,2.1724165111356952,0.027523375537210595
conv1,589,2.2272094532721383,0.035236920227554244
conv1,590,2.1973435237456913,0.02632012499321538
conv1,591,2.191121216766707,0.03475695728670734
conv1,592,2.257018663947687,0.026886292660962555
conv1,593,2.290206990912536,0.03521663837328159
conv1,594,2.3166359639511174,0.027532734275454232
conv1,595,2.3189266549448737,0.03518061085355149
conv1,596,2.2909654511968456,0.026934379991660363
conv1,597,2.2848082009515376,0.03571048474710954
conv1,598,2.2332685037945748,0.025185079516037864
conv1,599,2.2296151920672265,0.035421767797248344
conv1,600,2.2090045016403748,0.024585152447603696
conv1,601,2.212289681590721,0.0348168724073458
conv1,602,2.1941685256846193,0.0242321542564849
conv1,603,2.1190185469746705,0.03366642162623967
conv1,604,2.1323562913402827,0.025042016783685818
conv1,605,2.17895014341877,0.034747787892118485
conv1,606,2.1824936809346855,0.024973319564591336
